Kilo Meter,ownerNo,modelYear,price,Registration Year,Fuel Type,Seats,Engine Displacement,Transmission,Year of Manufacture,Mileage,No of Cylinder,Valves per Cylinder,Max Power(bhp),Max Torque(Nm),Build Type_Hatchback,Build Type_MUV,Build Type_SUV,Build Type_Sedan,OEM_Chevrolet,OEM_Datsun,OEM_Ford,OEM_Honda,OEM_Hyundai,OEM_Kia,OEM_MG,OEM_Mahindra,OEM_Maruti,OEM_Nissan,OEM_Renault,OEM_Skoda,OEM_Tata,OEM_Toyota,OEM_Volkswagen,Insurance Validity_Comprehensive,Insurance Validity_Not Available,Insurance Validity_Third Party insurance,Insurance Validity_Zero Dep
850,1,2015,5,2015,1,5,1120,0,2015,24,3,4,70,160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1188,2,2015,5,2016,1,5,1396,0,2015,22,4,4,88,219,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
780,1,2015,5,2015,0,5,1197,1,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
766,1,2015,5,2015,0,5,1197,0,2015,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1391,1,2015,5,2015,1,5,1498,0,2015,26,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
880,1,2015,4,2016,0,5,1197,0,2015,22,4,4,88,113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
947,2,2015,4,2015,0,5,1198,0,2015,18,4,4,86,109,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1038,2,2015,6,2015,1,5,1248,0,2015,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1011,2,2015,5,2015,0,5,1497,0,2015,17,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1185,2,2015,3,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
876,2,2015,3,2015,0,5,998,0,2015,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
909,2,2015,3,2015,0,5,998,0,2015,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1061,1,2015,3,2016,0,5,1086,0,2015,19,4,3,68,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1009,2,2015,4,2015,0,5,1199,0,2015,18,4,4,88,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
813,1,2015,5,2015,1,5,1248,0,2015,25,4,4,74,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
971,2,2015,6,2015,0,5,1591,0,2015,17,4,4,121,154,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
806,1,2015,4,2015,0,5,1496,0,2015,16,4,4,88,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
695,1,2015,6,2015,0,5,1197,1,2015,17,4,4,103,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1219,1,2015,1,2015,1,5,1396,0,2015,25,4,4,69,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
923,1,2015,3,2015,0,5,998,0,2015,25,3,4,65,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
755,1,2015,5,2015,0,5,1497,0,2015,17,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,1,2015,4,2015,0,5,1197,0,2015,22,4,4,88,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1214,2,2015,4,2016,0,5,1197,0,2015,22,4,4,88,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
997,2,2015,5,2016,0,5,1598,0,2015,15,4,4,103,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
958,2,2015,2,2016,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
930,1,2015,2,2016,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
747,1,2015,2,2015,1,5,1248,0,2015,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1178,3,2015,4,2015,1,5,1248,0,2015,25,4,4,74,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1038,1,2015,3,2015,1,5,1120,0,2015,24,3,4,71,180,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
670,1,2015,7,2015,0,5,1497,1,2015,18,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
814,3,2015,2,2016,0,5,814,0,2015,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1101,1,2015,5,2015,1,5,1498,0,2015,26,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,1,2015,4,2015,1,5,1498,0,2015,22,4,2,98,205,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1167,1,2015,2,2015,0,5,998,0,2015,24,3,4,65,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
508,1,2015,2,2015,0,5,814,0,2015,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
744,2,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1219,1,2015,1,2015,1,5,1405,0,2015,17,4,4,48,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
747,1,2015,6,2015,0,5,1197,1,2015,17,4,4,103,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
747,1,2015,6,2015,0,5,1197,1,2015,17,4,4,103,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
747,1,2015,6,2015,0,5,1197,1,2015,17,4,4,103,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
902,1,2015,6,2015,1,5,1498,0,2015,22,4,2,98,205,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
971,2,2015,2,2015,0,5,1199,0,2015,18,4,4,82,108,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,1,2015,6,2015,0,5,1499,1,2015,16,4,4,110,140,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,1,2015,6,2015,0,5,1499,1,2015,16,4,4,110,140,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1033,1,2015,3,2015,0,5,998,0,2015,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1101,1,2015,3,2015,1,5,1248,0,2015,22,4,4,74,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
887,2,2015,3,2015,0,5,998,0,2015,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1080,2,2015,2,2016,0,5,814,0,2015,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
835,1,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1101,1,2015,2,2015,1,5,1498,0,2015,25,4,2,99,215,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
766,1,2015,5,2016,0,5,1197,0,2015,22,4,4,88,113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
833,2,2015,4,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1101,1,2015,4,2015,0,7,1497,0,2015,17,4,4,117,145,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
998,1,2015,5,2015,0,5,1591,0,2015,17,4,4,121,154,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,2,2015,5,2015,1,5,1396,0,2015,22,4,4,88,219,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
966,1,2015,4,2015,1,5,1248,0,2015,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1101,1,2015,5,2015,0,5,1497,0,2015,17,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
985,1,2015,4,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601,2,2015,4,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
978,1,2015,6,2015,1,5,1498,0,2015,25,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
937,1,2015,6,2015,1,5,1396,0,2015,22,4,4,88,219,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
865,1,2015,3,2015,0,5,998,0,2015,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1219,4,2015,5,2015,1,7,1248,0,2015,24,4,4,88,200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
843,1,2015,3,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1161,3,2015,5,2015,1,5,1248,0,2015,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
690,3,2015,3,2015,0,5,998,0,2015,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1219,1,2015,7,2015,1,5,1396,0,2015,21,4,4,88,219,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
979,2,2015,4,2015,1,5,1248,0,2015,25,4,4,74,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
747,2,2015,6,2015,0,5,1499,0,2015,15,4,4,110,140,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902,2,2015,4,2015,0,5,1197,0,2015,22,4,4,81,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
944,1,2015,5,2015,1,5,1396,0,2015,22,4,4,88,219,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
881,1,2015,3,2015,0,5,1198,0,2015,19,4,4,86,109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
827,2,2015,2,2015,0,5,1197,0,2015,20,4,4,78,111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
971,1,2015,3,2015,1,5,1461,0,2015,19,4,4,83,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
902,1,2015,4,2015,1,5,1248,0,2015,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1132,1,2015,3,2015,0,5,1198,0,2015,18,4,4,86,109,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,2,2015,2,2015,1,5,1248,0,2015,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
713,2,2015,2,2015,0,5,799,0,2015,25,3,4,53,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
865,2,2015,5,2015,1,5,1498,0,2015,21,4,4,98,215,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
812,1,2015,2,2015,0,5,1086,0,2015,19,4,3,68,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
989,1,2015,4,2015,0,5,1197,0,2015,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
916,1,2015,4,2015,0,5,1197,0,2015,20,4,4,83,115,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
649,1,2015,3,2015,0,5,998,0,2015,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
569,2,2015,3,2015,0,5,1598,1,2015,14,4,4,103,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
887,3,2015,3,2015,0,5,1198,1,2015,16,4,4,86,109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
712,1,2015,2,2016,0,5,814,0,2015,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
635,1,2015,4,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1131,1,2015,4,2015,1,5,1498,0,2015,22,4,2,89,204,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
909,2,2015,4,2015,0,5,1197,0,2015,22,4,4,88,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1005,1,2015,5,2015,1,5,1396,0,2015,21,4,4,88,219,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
758,1,2015,2,2015,0,5,814,0,2015,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005,1,2015,4,2015,0,7,1497,0,2015,17,4,4,117,145,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1035,2,2015,5,2016,0,5,1373,0,2015,20,4,4,91,130,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
937,4,2015,3,2015,1,5,1248,0,2015,25,4,4,74,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
604,3,2015,3,2015,0,5,1196,0,2015,18,4,4,86,112,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
912,1,2015,3,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
971,1,2015,2,2015,0,5,814,0,2015,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1380,1,2015,3,2015,1,5,1248,0,2015,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
659,2,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
971,1,2015,4,2015,1,5,1498,0,2015,26,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902,1,2015,3,2015,0,5,998,1,2015,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
827,1,2015,2,2015,0,5,814,0,2015,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659,2,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1101,3,2015,5,2015,1,5,1498,0,2015,26,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1380,1,2015,5,2015,1,5,1498,0,2015,26,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1038,1,2015,4,2015,1,5,1120,0,2015,24,3,4,70,160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,2,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1219,2,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1219,1,2015,4,2015,1,5,1498,0,2015,26,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,1,2015,6,2015,1,5,1498,0,2015,25,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,1,2015,3,2015,0,5,1499,0,2015,15,4,4,110,140,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
668,1,2015,6,2015,1,5,1498,0,2015,25,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1003,2,2015,3,2015,0,5,1197,0,2015,22,4,4,88,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
248,2,2015,5,2015,0,5,1198,1,2015,16,4,4,86,109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
865,1,2015,5,2015,1,7,1248,0,2015,20,4,4,88,200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1011,1,2015,3,2015,0,5,1197,0,2015,22,4,4,88,113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1101,1,2015,3,2015,0,5,1086,0,2015,19,4,3,68,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,1,2015,7,2015,0,5,1591,0,2015,17,4,4,121,154,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
865,2,2015,3,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
582,1,2015,4,2015,0,5,1199,1,2015,18,4,4,88,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
704,1,2015,5,2015,1,5,1498,0,2015,25,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
991,2,2015,2,2015,0,5,1198,0,2015,18,4,4,86,109,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1101,1,2015,3,2015,0,5,1086,0,2015,19,4,3,68,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
633,1,2015,4,2015,0,5,1197,0,2015,22,4,4,88,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
968,1,2015,4,2015,0,5,1497,0,2015,17,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
447,1,2015,7,2015,0,7,1373,0,2015,16,4,4,93,130,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
788,1,2015,5,2015,0,5,1390,0,2015,14,4,4,120,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
902,1,2015,1,2015,0,5,1199,0,2015,18,4,4,82,108,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
674,2,2015,3,2016,0,5,1197,0,2015,22,4,4,88,113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
303,1,2015,4,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
425,1,2015,6,2015,0,5,1497,0,2015,17,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
971,2,2015,5,2015,0,5,1798,0,2015,14,4,4,138,173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
303,1,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
599,1,2015,3,2016,0,5,1086,0,2015,19,4,3,68,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
375,1,2015,3,2015,0,5,1197,0,2015,19,4,4,82,114,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
745,1,2015,4,2015,0,5,1497,0,2015,16,4,4,116,146,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
447,1,2015,5,2015,0,5,1373,0,2015,20,4,4,91,130,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
796,1,2015,4,2015,0,5,1496,0,2015,16,4,4,88,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
902,2,2015,4,2015,0,5,1197,1,2015,16,4,4,82,114,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,1,2015,4,2015,0,5,1197,1,2015,18,4,4,83,115,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
484,1,2015,3,2015,0,5,998,0,2015,18,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
521,1,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
574,2,2015,5,2015,0,7,1373,0,2015,17,4,4,91,130,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
868,1,2015,2,2015,0,5,814,0,2015,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
954,1,2015,5,2015,0,5,1798,0,2015,14,4,4,138,173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
825,1,2015,5,2015,0,5,1798,0,2015,14,4,4,138,173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
602,1,2015,2,2015,0,5,814,0,2015,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
673,2,2015,3,2016,0,5,1197,0,2015,20,4,4,78,111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
747,1,2015,4,2015,0,5,1497,0,2015,17,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1038,2,2015,3,2015,0,5,1199,0,2015,16,3,4,74,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
971,1,2015,4,2015,1,5,1248,0,2015,26,4,4,88,200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
827,1,2015,4,2015,0,5,1197,0,2015,19,4,4,82,114,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
611,1,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
540,1,2015,2,2015,0,5,1196,0,2015,18,4,4,86,112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
747,2,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
659,1,2015,4,2015,0,5,1197,0,2015,21,4,4,81,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
788,1,2015,4,2015,1,5,1248,0,2015,26,4,4,88,200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
793,1,2015,4,2015,0,5,999,0,2015,18,3,4,123,170,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
553,1,2015,3,2015,0,5,998,0,2015,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
659,1,2015,3,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1119,3,2015,2,2015,1,5,1120,0,2015,24,3,4,71,180,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
447,1,2015,3,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
887,1,2015,4,2015,1,5,1498,0,2015,26,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902,2,2015,2,2015,0,5,796,0,2015,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1162,1,2015,2,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
851,1,2015,3,2015,0,5,1197,0,2015,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
865,1,2015,2,2015,0,5,1197,0,2015,19,4,4,82,114,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,1,2015,5,2015,0,5,1591,0,2015,15,4,4,121,151,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
583,1,2015,3,2016,0,5,1197,0,2015,22,4,4,88,113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
789,1,2015,4,2015,1,5,1498,0,2015,26,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
