Kilo Meter,ownerNo,modelYear,price,Registration Year,Fuel Type,Seats,Engine Displacement,Transmission,Year of Manufacture,Mileage,No of Cylinder,Valves per Cylinder,Max Power(bhp),Max Torque(Nm),Build Type_Hatchback,Build Type_MUV,Build Type_SUV,Build Type_Sedan,OEM_Chevrolet,OEM_Datsun,OEM_Ford,OEM_Honda,OEM_Hyundai,OEM_Kia,OEM_MG,OEM_Mahindra,OEM_Maruti,OEM_Nissan,OEM_Renault,OEM_Skoda,OEM_Tata,OEM_Toyota,OEM_Volkswagen,Insurance Validity_Comprehensive,Insurance Validity_Not Available,Insurance Validity_Third Party insurance,Insurance Validity_Zero Dep
964,2,2016,5,2016,0,5,1197,0,2016,21,4,4,83,115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
910,2,2016,8,2016,1,5,1248,0,2016,24,4,4,88,200,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1152,1,2016,4,2016,0,5,1197,0,2016,22,4,4,88,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
876,1,2016,6,2016,0,5,1197,0,2016,21,4,4,83,115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
917,1,2016,6,2016,1,5,1396,0,2016,22,4,4,88,219,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
755,1,2016,4,2016,0,5,998,0,2016,23,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
788,1,2016,7,2016,0,5,1591,0,2016,17,4,4,121,154,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
668,1,2016,7,2016,0,5,1496,1,2016,14,3,4,120,149,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
830,1,2016,5,2016,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
836,2,2016,5,2017,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
804,1,2016,4,2017,0,5,998,1,2016,23,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
924,1,2016,6,2016,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
971,1,2016,5,2016,0,5,1199,1,2016,18,4,4,88,110,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,1,2016,6,2016,0,5,1197,1,2016,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
901,1,2016,4,2016,0,5,998,1,2016,23,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1219,1,2016,6,2016,0,5,1497,0,2016,17,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1069,1,2016,4,2016,0,5,1199,0,2016,23,3,4,84,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
873,1,2016,6,2016,0,5,1591,0,2016,17,4,4,121,154,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
663,1,2016,5,2016,0,5,1199,1,2016,19,4,4,88,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1048,2,2016,2,2016,0,5,796,0,2016,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
887,1,2016,3,2016,0,5,1198,0,2016,19,3,4,67,104,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
718,2,2016,3,2016,0,5,998,0,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
669,1,2016,6,2016,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
676,2,2016,2,2020,0,5,999,0,2016,23,3,4,67,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1219,2,2016,3,2016,1,5,1248,0,2016,23,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1038,2,2016,3,2016,1,5,1120,0,2016,24,3,4,71,180,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
863,2,2016,4,2016,0,5,1197,0,2016,22,4,4,88,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
728,2,2016,5,2016,0,5,1197,0,2016,21,4,4,83,115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1161,1,2016,4,2016,0,5,1199,0,2016,23,3,4,84,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1134,1,2016,7,2016,1,5,1248,0,2016,24,4,4,88,200,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
847,1,2016,4,2016,0,5,1197,0,2016,22,4,4,88,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
667,1,2016,6,2016,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1380,2,2016,4,2016,1,5,1248,0,2016,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1189,2,2016,1,2016,1,5,1396,0,2016,25,4,4,69,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1087,1,2016,3,2017,0,5,998,0,2016,25,3,4,65,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1033,2,2016,5,2016,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902,1,2016,4,2016,0,5,998,1,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1066,1,2016,5,2016,0,5,1197,0,2016,22,4,4,88,113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
920,1,2016,4,2016,1,5,1198,0,2016,25,3,4,77,190,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
545,2,2016,4,2016,0,5,1197,0,2016,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1005,1,2016,4,2016,1,5,1120,0,2016,24,3,4,70,160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1128,2,2016,4,2017,0,5,1197,1,2016,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
842,1,2016,4,2017,1,5,1120,0,2016,24,3,4,70,160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1101,1,2016,3,2016,1,5,1248,0,2016,23,4,4,73,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1038,1,2016,8,2016,1,7,1498,0,2016,24,4,4,93,225,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1038,2,2016,3,2016,1,5,1120,0,2016,24,3,4,71,180,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1025,1,2016,8,2016,0,5,1591,0,2016,13,4,4,121,151,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1101,2,2016,2,2016,1,5,1248,0,2016,22,4,4,74,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
788,1,2016,2,2016,0,5,1086,0,2016,19,4,3,68,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
971,1,2016,3,2016,1,5,1198,0,2016,25,3,4,77,190,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
431,1,2016,4,2016,0,5,998,1,2016,26,3,4,65,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1072,1,2016,4,2016,1,5,1364,0,2016,23,4,2,67,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
908,2,2016,4,2016,0,5,998,1,2016,26,3,4,65,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
842,1,2016,4,2016,0,5,999,0,2016,19,3,4,75,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
832,2,2016,2,2016,0,5,796,0,2016,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
890,2,2016,2,2016,0,5,814,0,2016,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
774,2,2016,6,2017,0,5,1497,0,2016,17,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1219,3,2016,2,2016,1,5,1120,0,2016,24,3,4,71,180,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1089,2,2016,3,2016,1,5,1248,0,2016,23,4,4,73,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
902,2,2016,7,2016,1,7,1248,0,2016,24,4,4,88,200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1219,2,2016,1,2016,1,5,1396,0,2016,25,4,4,69,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1219,1,2016,2,2016,1,5,1248,0,2016,23,4,4,73,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
679,2,2016,2,2016,0,5,799,0,2016,25,3,4,53,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
883,1,2016,2,2016,0,5,1198,0,2016,19,3,4,67,104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1101,1,2016,2,2016,1,5,1396,0,2016,25,4,4,69,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
767,1,2016,6,2016,0,5,1197,0,2016,21,4,4,83,115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1219,1,2016,4,2016,1,5,1248,0,2016,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
767,3,2016,2,2016,0,5,799,0,2016,25,3,4,53,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
827,1,2016,6,2016,1,7,1498,0,2016,24,4,4,98,200,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,1,2016,6,2016,1,7,1498,0,2016,24,4,4,98,200,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
883,3,2016,5,2016,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
594,1,2016,4,2017,0,5,1197,0,2016,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
799,2,2016,5,2016,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
925,1,2016,4,2016,0,5,1197,1,2016,19,4,4,82,114,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1024,1,2016,3,2017,0,5,998,0,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
841,1,2016,4,2017,0,5,998,1,2016,23,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1002,1,2016,4,2017,0,5,998,1,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
817,1,2016,5,2017,0,5,1197,0,2016,22,4,4,88,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1019,1,2016,5,2016,0,5,1197,0,2016,22,4,4,88,113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1011,1,2016,6,2016,1,5,1248,1,2016,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
784,2,2016,3,2017,0,5,1198,0,2016,19,4,4,86,109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
945,2,2016,5,2016,0,5,1373,0,2016,20,4,4,91,130,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
827,3,2016,2,2016,0,5,799,0,2016,25,3,4,53,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
971,2,2016,3,2016,0,5,998,1,2016,23,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
659,1,2016,3,2016,0,5,998,1,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1049,2,2016,4,2016,0,5,1197,0,2016,19,4,4,82,114,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
952,1,2016,5,2016,1,5,1248,0,2016,27,4,4,74,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
867,2,2016,4,2016,0,5,1199,0,2016,18,4,4,88,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
782,1,2016,4,2016,0,5,1199,0,2016,18,4,4,88,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
971,1,2016,8,2016,1,5,1396,0,2016,21,4,4,88,219,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
493,1,2016,8,2016,1,7,1248,0,2016,24,4,4,88,200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
827,1,2016,3,2016,0,5,998,0,2016,21,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
951,2,2016,6,2016,0,5,1497,0,2016,17,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
695,1,2016,7,2016,1,7,1498,0,2016,21,4,4,98,200,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1012,1,2016,4,2016,0,5,1197,0,2016,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1101,1,2016,4,2016,0,5,998,0,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1101,3,2016,2,2016,0,5,814,0,2016,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
677,2,2016,2,2016,0,5,796,0,2016,24,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
902,1,2016,2,2016,1,5,1248,0,2016,26,4,4,74,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
659,1,2016,3,2016,0,5,998,1,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
887,1,2016,6,2016,1,5,1248,0,2016,26,4,4,88,200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
985,2,2016,4,2016,0,5,1199,0,2016,18,4,4,88,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,2,2016,4,2016,1,5,1498,0,2016,20,4,4,88,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
902,2,2016,6,2016,0,5,1497,1,2016,18,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1101,2,2016,4,2016,1,5,1498,0,2016,20,4,4,88,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
865,2,2016,2,2016,0,5,999,0,2016,23,3,4,67,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1219,2,2016,3,2016,0,5,1193,0,2016,17,4,2,88,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
896,2,2016,5,2016,0,5,1497,0,2016,17,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
604,1,2016,5,2016,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1219,3,2016,4,2016,1,5,1248,0,2016,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
659,1,2016,4,2016,0,5,1197,0,2016,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
938,1,2016,3,2016,0,5,998,1,2016,23,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1101,4,2016,3,2016,1,5,1498,0,2016,27,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
922,1,2016,4,2016,0,5,1197,1,2016,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
819,2,2016,4,2016,0,5,1199,0,2016,16,3,4,74,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
810,1,2016,2,2016,0,5,796,0,2016,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1008,1,2016,4,2016,0,5,999,0,2016,18,3,4,75,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1076,1,2016,5,2016,1,7,1498,0,2016,21,4,4,98,200,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
906,1,2016,3,2017,0,5,1086,0,2016,19,4,3,68,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
640,1,2016,3,2016,0,5,998,0,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
936,1,2016,4,2016,1,5,1248,0,2016,27,4,4,74,190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
804,2,2016,3,2016,0,5,1197,0,2016,20,4,4,78,111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1219,1,2016,5,2016,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
590,2,2016,4,2016,0,5,998,1,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
652,1,2016,6,2016,0,5,1197,0,2016,21,4,4,83,115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1270,1,2016,5,2016,1,5,1248,0,2016,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
747,1,2016,1,2016,0,5,998,0,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
659,1,2016,2,2016,0,5,799,0,2016,25,3,4,53,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
747,1,2016,2,2016,0,5,1198,0,2016,20,3,4,67,104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,2,2016,4,2016,1,5,1498,0,2016,25,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1380,1,2016,4,2016,1,5,1498,0,2016,27,4,4,98,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902,1,2016,3,2016,0,6,1198,0,2016,18,3,4,82,115,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1038,1,2016,4,2016,1,5,1248,0,2016,26,4,4,74,190,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1380,1,2016,4,2016,1,5,1498,0,2016,25,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,2,2016,3,2016,1,5,1461,0,2016,23,4,2,63,160,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1038,4,2016,4,2016,1,5,1498,0,2016,25,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,1,2016,3,2016,0,5,1086,0,2016,19,4,3,68,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1101,2,2016,3,2016,0,5,1197,0,2016,18,4,4,82,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1380,1,2016,5,2016,0,5,1197,0,2016,20,4,4,83,115,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
827,2,2016,5,2016,1,5,1120,0,2016,24,3,4,70,160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,3,2016,3,2016,0,5,998,0,2016,23,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
747,3,2016,3,2016,0,5,998,0,2016,23,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
827,3,2016,3,2016,0,5,998,0,2016,23,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1038,2,2016,2,2016,0,5,999,1,2016,23,3,4,67,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
581,1,2016,6,2016,0,5,1497,1,2016,18,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
872,2,2016,3,2016,0,5,1198,0,2016,18,4,4,86,109,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
771,1,2016,6,2016,0,7,1497,0,2016,15,4,4,117,145,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1089,1,2016,4,2016,0,5,1197,0,2016,21,4,4,83,115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
747,1,2016,5,2016,0,5,1197,0,2016,17,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,1,2016,5,2016,0,5,1197,0,2016,17,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
751,1,2016,5,2016,0,5,1497,1,2016,18,4,4,117,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
621,1,2016,8,2016,0,5,1798,1,2016,14,4,4,138,173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
555,1,2016,4,2016,0,5,1197,0,2016,17,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
844,1,2016,2,2017,0,5,796,0,2016,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
717,1,2016,2,2016,0,5,998,0,2016,20,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
274,1,2016,4,2016,0,5,1197,0,2016,22,4,4,88,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
703,1,2016,3,2016,0,5,1198,0,2016,18,4,4,86,109,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
730,1,2016,5,2016,0,5,1197,0,2016,17,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
747,2,2016,5,2016,0,5,1197,0,2016,18,4,4,81,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
747,4,2016,3,2016,1,5,1120,0,2016,24,3,4,70,160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
547,1,2016,2,2016,0,5,796,0,2016,22,3,4,47,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
776,1,2016,3,2016,1,5,1498,0,2016,25,4,4,98,200,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1101,1,2016,2,2016,0,5,1199,0,2016,18,4,4,82,108,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902,1,2016,5,2016,0,5,1497,0,2016,17,3,4,121,150,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
561,2,2016,3,2016,0,5,998,0,2016,23,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
716,1,2016,5,2016,0,5,1373,0,2016,20,4,4,91,130,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
614,1,2016,4,2016,0,7,1497,0,2016,15,4,4,117,145,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
621,1,2016,3,2016,0,5,998,0,2016,18,3,4,67,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
495,1,2016,2,2016,0,5,814,0,2016,21,3,3,55,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
739,1,2016,3,2016,1,5,1120,0,2016,24,3,4,70,160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
