,Max Torque,Max Torque(Nm)
6385,250Nm@1500-2500rpm,250.0
6386,230Nm@1500-2500rpm,230.0
6387,90Nm@3500rpm,90.0
6388,215Nm@1750-2500rpm,215.0
6389,"9.8 @ 3,000 (kgm@rpm)",96.04000000000002
6390,89Nm@3500rpm,89.0
6391,113.8nm@4000rpm,113.8
6392,74.5Nm@4000rpm,74.5
6393,69Nm@3500rpm,69.0
6394,190Nm@2000rpm,190.0
6395,110Nm@4800rpm,110.0
6396,69Nm@3500rpm,69.0
6397,95Nm@3000-4300rpm,95.0
6398,114.7Nm@4000rpm,114.7
6399,195Nm@1400-2200rpm,195.0
6400,200Nm@1750rpm,200.0
6401,230Nm@1500-2500rpm,230.0
6402,215Nm@1750-2500rpm,215.0
6403,219.7Nm@1500-2750rpm,219.7
6404,190 Nm @2000 rpm,190.0
6405,380Nm@1750-2750rpm,380.0
6406,250Nm@1500-2500rpm,250.0
6407,242nm@1500-3200rpm,242.0
6408,190Nm@2000rpm,190.0
6409,350Nm@1750-2500rpm,350.0
6410,"10.4 @ 3,200 (kgm@rpm)",101.92000000000002
6411,200Nm@1750rpm,200.0
6412,114Nm@3500rpm,114.0
6413,99.04Nm@4500rpm,99.04
6414,450Nm@2000rpm,450.0
6415,110Nm@4800rpm,110.0
6416,230Nm@1500-2500rpm,230.0
6417,190 Nm at 1750  rpm ,190.0
6418,500Nm@1600-1800rpm,500.0
6420,"20 @ 4,700 (kgm@rpm)",196.0
6421,110Nm@4800rpm,110.0
6422,380Nm@1750-2500rpm,380.0
6423,259.87Nm@1900-2750rpm,259.87
6424,170Nm@1750-4000rpm,170.0
6425,360Nm@2000rpm,360.0
6426,200Nm@1750rpm,200.0
6427,111.8Nm@4000rpm,111.8
6428,226Nm@4400rpm,226.0
6429,104Nm@4000rpm,104.0
6430,90Nm@3500rpm,90.0
6431,144Nm@4500rpm,144.0
6432,151Nm@4850rpm,151.0
6433,242nm@1500-3200rpm,242.0
6434,200Nm@1200-3600rpm,200.0
6435,72Nm@4250rpm,72.0
6436,200Nm@1750rpm,200.0
6437,200Nm@1750rpm,200.0
6438,190Nm@2000rpm,190.0
6439,190Nm@2000rpm,190.0
6440,96Nm@3500rpm,96.0
6441,250Nm@1250-5000rpm,250.0
6442,250Nm@1600-3600rpm,250.0
6443,90Nm@3500rpm,90.0
6444,400Nm@1750-2500rpm,400.0
6445,290Nm@1800-2800rpm,290.0
6446,114.7Nm@4000rpm,114.7
6447,250nm@1500-2750rpm,250.0
6448,200Nm@1750rpm,200.0
6449,219.6Nm@1500-2750rpm,219.6
6450,"25.5@1,900 (kgm@rpm)",249.9
6451,99.04Nm@4500rpm,99.04
6452,114.7Nm@4000rpm,114.7
6453,84Nm@3500rpm,84.0
6454,190Nm@2000rpm,190.0
6455,151Nm@4850rpm,151.0
6456,115Nm@4000rpm,115.0
6457,22.4 kgm at 1750-2750rpm,219.52
6458,200Nm@1750rpm,200.0
6459,327Nm@2600rpm,327.0
6460,200Nm@2000rpm,200.0
6461,343Nm@1400-3400rpm,343.0
6462,114Nm@4000rpm,114.0
6463,113Nm@4200rpm,113.0
6464,173Nm@4000rpm,173.0
6465,143.8Nm@4500rpm,143.8
6466,90Nm@3500rpm,90.0
6467,62Nm@3000rpm,62.0
6468,400Nm@1400-2800rpm,400.0
6469,380Nm@1750-2500rpm,380.0
6470,113Nm@4200rpm,113.0
6471,113.8nm@4000rpm,113.8
6472,82.1Nm@3400rpm,82.1
6473,113.75nm@4000rpm,113.75
6474,190Nm@2000rpm,190.0
6475,90Nm@3500rpm,90.0
6476,259.9Nm@1900-2750rpm,259.9
6477,540Nm@1750-3000rpm,540.0
6478,320Nm@1750-2500rpm,320.0
6479,114Nm@4000rpm,114.0
6480,113Nm@3300rpm,113.0
6481,343Nm@1400-3400rpm,343.0
6482,153Nm@3800rpm,153.0
6483,90Nm@3500rpm,90.0
6484,250nm@1500-2750rpm,250.0
6485,242nm@1500-3200rpm,242.0
6486,400Nm@1400-2800rpm,400.0
6487,320Nm@1750-2500rpm,320.0
6488,110Nm@4800rpm,110.0
6489,180.4Nm@1750-2500rpm,180.4
6490,90.3Nm@4200rpm,90.3
6491,69Nm@3500rpm,69.0
6492,113Nm@4400rpm,113.0
6493,190Nm@2000rpm,190.0
6494,78Nm@3500rpm,78.0
6495,113Nm@4400rpm,113.0
6496,"12.5 @ 3,500 (kgm@rpm)",122.50000000000001
6497,111.8Nm@4000rpm,111.8
6498,250Nm@1500-2500rpm,250.0
6499,114Nm@4000rpm,114.0
6500,200Nm@1750rpm,200.0
6501,250nm@1500-2750rpm,250.0
6502,205Nm@1750-3250rpm,205.0
6503,200Nm@1900rpm,200.0
6504,117nm@4000rpm,117.0
6505,250Nm@1500-3500rpm,250.0
6506,360Nm@1750-2800rpm,360.0
6507,113Nm@4400rpm,113.0
6509,320Nm@1500-3000rpm,320.0
6510,689Nm@1800rpm,689.0
6511,151Nm@4850rpm,151.0
6512,178Nm@1750-4500rpm,178.0
6513,74.5Nm@4000rpm,74.5
6514,113Nm@4400rpm,113.0
6515,72Nm@4250rpm,72.0
6516,104Nm@4000rpm,104.0
6517,250Nm@1500-2500rpm,250.0
6518,111.8Nm@4000rpm,111.8
6519,250Nm@1500-2750rpm,250.0
6520,190Nm@2000rpm,190.0
6521,114.7Nm@4000rpm,114.7
6522,190Nm@2000rpm,190.0
6524,109Nm@4500rpm,109.0
6527,59Nm@2500rpm,59.0
6528,69Nm@3500rpm,69.0
6529,85Nm@3000rpm,85.0
6530,"11.4 kgm at 4,000 rpm",111.72000000000001
6531,113Nm@3300rpm,113.0
6532,190Nm@2000rpm,190.0
6534,110Nm@4800rpm,110.0
6535,117nm@4000rpm,117.0
6537,74.5Nm@4000rpm,74.5
6538,138nm@4400rpm,138.0
6539,219.66nm@1500-2750rpm,219.66
6540,138nm@4400rpm,138.0
6541,114Nm@4000rpm,114.0
6542,113Nm@4200rpm,113.0
6543,113Nm@4400rpm,113.0
6544,204Nm@2000-2750rpm,204.0
6545,172Nm@4300rpm,172.0
6546,259.9Nm@1900-2750rpm,259.9
6547,113Nm@3300rpm,113.0
6548,130Nm@4000rpm,130.0
6549,"13@3,100 (kgm@rpm)",127.4
6550,180 Nm at 1440-1500rpm,180.0
6551,89Nm@3500rpm,89.0
6552,140Nm@4400rpm,140.0
6553,113Nm@4400rpm,113.0
6554,113Nm@4400rpm,113.0
6555,330Nm@1600-2800rpm,330.0
6557,91Nm@4250rpm,91.0
6558,160Nm@2000rpm,160.0
6559,"25.5 @ 1,900 (kgm@rpm)",249.9
6560,160Nm@1500-2750rpm,160.0
6561,250Nm@1500-2500rpm,250.0
6562,248Nm@2250rpm,248.0
6563,190Nm@2000rpm,190.0
6564,219.66nm@1500-2750rpm,219.66
6565,69Nm@3500rpm,69.0
6566,109Nm@4500rpm,109.0
6567,90Nm@3500rpm,90.0
6568,115Nm@4000rpm,115.0
6569,250nm@1500-2750rpm,250.0
6570,190Nm@2000rpm,190.0
6571,74.5Nm@4000rpm,74.5
6572,170Nm@1750-4000rpm,170.0
6573,138Nm@4400rpm,138.0
6574,113.75nm@4000rpm,113.75
6575,111.7Nm@4000rpm,111.7
6576,180Nm@2000rpm,180.0
6577,240.26nm@1500-2750rpm,240.26
6578,91Nm@4250rpm,91.0
6579,151Nm@4850rpm,151.0
6580,72Nm@4386rpm,72.0
6581,74.5Nm@4000rpm,74.5
6582,138Nm@4400rpm,138.0
6583,69Nm@3500rpm,69.0
6584,300Nm@1250-3000rpm,300.0
6585,"12.7 @ 2,700 (kgm@rpm)",124.46000000000001
6586,90Nm@3500rpm,90.0
6587,330Nm@1600-2800rpm,330.0
6588,151Nm@4850rpm,151.0
6589,200Nm@1750rpm,200.0
6590,113.8nm@4000rpm,113.8
6591,115Nm@4000rpm,115.0
6592,250Nm@1500-2750rpm,250.0
6593,190Nm@2000rpm,190.0
6594,113Nm@3300rpm,113.0
6595,90Nm@3500rpm,90.0
6596,190Nm@2000rpm,190.0
6597,91Nm@4250rpm,91.0
6598,110Nm@3000-4300rpm,110.0
6599,170nm@1750-4000rpm,170.0
6600,190Nm@2000rpm,190.0
6601,200Nm@1750rpm,200.0
6603,172Nm@1500-4000rpm,172.0
6604,110Nm@4800rpm,110.0
6605,113.8nm@4000rpm,113.8
6606,240Nm@1600-2800rpm,240.0
6607,115Nm@4000rpm,115.0
6608,113Nm@4500rpm,113.0
6609,330Nm@1600-2800rpm,330.0
6610,110Nm@4800rpm,110.0
6611,111.7Nm@4000rpm,111.7
6612,130Nm@4000rpm,130.0
6613,226Nm@4400rpm,226.0
6614,200Nm@1750rpm,200.0
6615,69Nm@3500rpm,69.0
6616,74.5Nm@4000rpm,74.5
6617,259.87NM@1500-3000rpm,259.87
6618,115Nm@3500-3600rpm,115.0
6619,350Nm@1750-2500rpm,350.0
6620,190 Nm @2000 rpm,190.0
6621,145Nm@4600rpm,145.0
6622,99.04Nm@4500rpm,99.04
6624,200 Nm @ 1750-3000 rpm,200.0
6625,109Nm@4500rpm,109.0
6627,430Nm@1750-2500rpm,430.0
6628,22.4 kgm at 1750-2750rpm,219.52
6629,195Nm@1400-2200rpm,195.0
6630,111.7Nm@4000rpm,111.7
6631,160Nm@2800-3600rpm,160.0
6632,130Nm@4000rpm,130.0
6633,250nm@1500-2750rpm,250.0
6634,178Nm@1750-4500rpm,178.0
6635,190Nm@2000rpm,190.0
6636,74.5Nm@4000rpm,74.5
6637,190Nm@2000rpm,190.0
6638,200Nm@1750rpm,200.0
6639,62Nm@3000rpm,62.0
6640,136.8Nm@4400rpm,136.8
6642,115Nm@4200rpm,115.0
6643,62Nm@3000rpm,62.0
6644,62Nm@3000rpm,62.0
6645,112Nm@4000rpm,112.0
6646,96Nm@3500rpm,96.0
6647,114Nm@4000rpm,114.0
6648,242nm@1500-3200rpm,242.0
6649,190Nm@2000rpm,190.0
6650,242nm@1500-3200rpm,242.0
6651,160Nm@1500-2750rpm,160.0
6652,219.6Nm@1750-2750rpm,219.6
6653,200Nm@1750rpm,200.0
6654,113Nm@4200rpm,113.0
6655,330Nm@1600-2800rpm,330.0
6656,148Nm@4000rpm,148.0
6657,330Nm@1600-2800rpm,330.0
6658,200Nm@1750rpm,200.0
6659,90Nm@3500rpm,90.0
6660,259.87nm@1500-3000rpm,259.87
6661,130Nm@4000rpm,130.0
6662,219.7Nm@1500-2750rpm,219.7
6663,200Nm@1750rpm,200.0
6664,110Nm@4800rpm,110.0
6665,250Nm@1750-2500rpm,250.0
6666,350Nm@1750-2500rpm,350.0
6667,190Nm@2000rpm,190.0
6668,130Nm@4000rpm,130.0
6669,78 Nm @ 4500 rpm ,78.0
6671,450Nm@1750-2500rpm,450.0
6672,420Nm@1750rpm,420.0
6674,200Nm@1400-3400rpm,200.0
6675,250Nm@1750-2500rpm,250.0
6677,190Nm@2000rpm,190.0
6678,343 Nm @ 1400-3400 rpm,343.0
6679,89Nm@3500rpm,89.0
6680,90Nm@3500rpm,90.0
6681,110 Nm @ 4500 rpm ,110.0
6682,96Nm@3500rpm,96.0
6683,74.5Nm@4000rpm,74.5
6684,74.5Nm@4000rpm,74.5
6685,102Nm@4000rpm,102.0
6686,90Nm@3500rpm,90.0
6687,74.5Nm@4000rpm,74.5
6688,96Nm@3500rpm,96.0
6689,72Nm@4386rpm,72.0
6690,90Nm@3500rpm,90.0
6691,160Nm@2800-3600rpm,160.0
6692,54Nm@3000rpm,54.0
6693,69Nm@3500rpm,69.0
6694,113Nm@4200rpm,113.0
6695,96Nm@3500rpm,96.0
6696,96Nm@3500rpm,96.0
6697,"8.6@3,500 (kgm@rpm)",84.28
6698,114Nm@4000rpm,114.0
6699,260Nm@1750-2250rpm,260.0
6700,140Nm@4400rpm,140.0
6701,"11.4 kgm at 4,000 rpm",111.72000000000001
6702,96.1Nm@3000rpm,96.1
6703,300Nm@1500-2500rpm,300.0
6704,250Nm@1600-3600rpm,250.0
6705,"11.4 kgm at 4,000 rpm",111.72000000000001
6706,160Nm@2000rpm,160.0
6707,90Nm@3500rpm,90.0
6708,190Nm@1750rpm,190.0
6709,205Nm@1750-3250rpm,205.0
6710,138nm@4400rpm,138.0
6711,160Nm@2000rpm,160.0
6712,160Nm@2000rpm,160.0
6713,250nm@1500-2750rpm,250.0
6714,90Nm@3500rpm,90.0
6715,90Nm@3500rpm,90.0
6716,260Nm@1500-2750rpm,260.0
6717,104Nm@4000rpm,104.0
6718,210Nm@1600-2200rpm,210.0
6719,190Nm@2000rpm,190.0
6720,530Nm@2300-5000,530.0
6721,260Nm@1750-2250rpm,260.0
6722,90Nm@3500rpm,90.0
6723,62Nm@3000rpm,62.0
6725,142.5Nm@1750rpm,142.5
6726,110Nm@4800rpm,110.0
6727,247Nm@1800-2000rpm,247.0
6728,200Nm@1750rpm,200.0
6729,114Nm@4000rpm,114.0
6730,62Nm@3000rpm,62.0
6731,111.8Nm@4000rpm,111.8
6732,"12.5 @ 3,500 (kgm@rpm)",122.50000000000001
6733,200Nm@1750rpm,200.0
6734,114Nm@4000rpm,114.0
6735,319Nm@1800-2800rpm,319.0
6736,"9.8 @ 3,000 (kgm@rpm)",96.04000000000002
6737,200Nm@2000-3500rpm,200.0
6738,200Nm@2000-3500rpm,200.0
6739,74.5Nm@4000rpm,74.5
6740,69Nm@3500rpm,69.0
6741,62Nm@3000rpm,62.0
6742,200Nm@1750rpm,200.0
6743,160Nm@1750rpm,160.0
6744,69Nm@3500rpm,69.0
6745,114Nm@4000rpm,114.0
6746,350Nm@1750-2500rpm,350.0
6747,110Nm@4800rpm,110.0
6748,90.3Nm@4200rpm,90.3
6749,330Nm@1600-2800rpm,330.0
6750,110Nm@4800rpm,110.0
6751,350Nm@1750-2500rpm,350.0
6752,113.8nm@4000rpm,113.8
6753,59Nm@2500rpm,59.0
6754,200Nm@1750rpm,200.0
6755,72Nm@4386rpm,72.0
6756,69Nm@3500rpm,69.0
6757,200Nm@1750rpm,200.0
6758,"12.5 @ 3,500 (kgm@rpm)",122.50000000000001
6759,90Nm@3500rpm,90.0
6760,84Nm@3500rpm,84.0
6761,190Nm@2000rpm,190.0
6762,69Nm@3500rpm,69.0
6763,248Nm@2250rpm,248.0
6764,59Nm@2500rpm,59.0
6765,320Nm@1700-2700rpm,320.0
6766,195Nm@1400-2200rpm,195.0
6767,150Nm@1750rpm,150.0
6768,111.7Nm@4000rpm,111.7
6769,69Nm@3500rpm,69.0
6770,59Nm@2500rpm,59.0
6771,171.6Nm@1500-4000rpm,171.6
6772,124.5Nm@3500rpm,124.5
6773,600Nm@2000-4500rpm,600.0
6774,84Nm@3500rpm,84.0
6775,170Nm@1750-4000rpm,170.0
6776,96Nm@3500rpm,96.0
6777,146Nm at 4800 rpm,146.0
6778,170Nm@1750-4000rpm,170.0
6779,190Nm@2000rpm,190.0
6780,90Nm@3500rpm,90.0
6781,69Nm@3500rpm,69.0
6782,144Nm@4500rpm,144.0
6783,115Nm@4000rpm,115.0
6784,115Nm@4000rpm,115.0
6785,69Nm@3500rpm,69.0
6786,90Nm@3500rpm,90.0
6787,330Nm@1600-2800rpm,330.0
6788,200Nm@1750rpm,200.0
6789,51Nm@4000+/-500rpm,51.0
6790,115Nm@3500-3600rpm,115.0
6791,113Nm@4400rpm,113.0
6792,"11.5@4,500 (kgm@rpm)",112.7
6793,114Nm@3500rpm,114.0
6794,90Nm@3500rpm,90.0
6795,140Nm@1800-3000rpm,140.0
6796,110Nm@4800rpm,110.0
6797,113nm@3300rpm,113.0
6798,240Nm@1600-2800rpm,240.0
6799,96Nm@3500rpm,96.0
6800,90Nm@3500rpm,90.0
6801,248Nm@2250rpm,248.0
6802,99.04Nm@4500rpm,99.04
6803,62Nm@3000rpm,62.0
6804,190Nm@2000rpm,190.0
6805,59Nm@2500rpm,59.0
6806,190Nm@1750rpm,190.0
6807,90Nm@3500rpm,90.0
6808,150Nm@1700-4500rpm,150.0
6809,200Nm@1750rpm,200.0
6810,69Nm@3500rpm,69.0
6811,248Nm@2250rpm,248.0
6812,190Nm@2000rpm,190.0
6813,180Nm@1440-1500rpm,180.0
6814,259.8Nm@1900-2750rpm,259.8
6815,200Nm@1750rpm,200.0
6816,74.5Nm@4000rpm,74.5
6817,113Nm@3300rpm,113.0
6818,20.4@1400-3400 (kgm@rpm),199.92
6819,153Nm@3800rpm,153.0
6820,160Nm@2000rpm,160.0
6821,108Nm@4400rpm,108.0
6822,113Nm@4400rpm,113.0
6823,113.8nm@4000rpm,113.8
6824,200Nm@1900rpm,200.0
6825,69Nm@3500rpm,69.0
6826,190Nm@1750-3000rpm,190.0
6827,74.5Nm@4000rpm,74.5
6828,114.74Nm@4200rpm,114.74
6829,204Nm@2000-2750rpm,204.0
6830,380Nm@2000rpm,380.0
6831,200Nm@1750rpm,200.0
6832,72Nm@4386rpm,72.0
6834,62Nm@3000rpm,62.0
6835,111.7Nm@4000rpm,111.7
6837,90Nm@3500rpm,90.0
6838,90Nm@3500rpm,90.0
6839,74.5Nm@4000rpm,74.5
6840,132Nm@3000rpm,132.0
6841,90Nm@3500rpm,90.0
6842,160Nm@2000rpm,160.0
6843,190Nm@2000rpm,190.0
6844,190Nm@2000rpm,190.0
6845,69Nm@3500rpm,69.0
6846,72Nm@4250rpm,72.0
6847,171.6Nm@1500-4000rpm,171.6
6848,104Nm@4000rpm,104.0
6849,146Nm@4800rpm,146.0
6850,90Nm@3500rpm,90.0
6851,200Nm@1750rpm,200.0
6852,190Nm@2000rpm,190.0
6853,110Nm@4800rpm,110.0
6854,95Nm@3500rpm,95.0
6855,113nm@3300rpm,113.0
6856,200Nm@1750rpm,200.0
6857,240Nm@1600-2800rpm,240.0
6858,200Nm@1750rpm,200.0
6859,195Nm@1400-2200rpm,195.0
6860,69Nm@3500rpm,69.0
6861,250Nm@1500-2500rpm,250.0
6862,200Nm@1750rpm,200.0
6863,138nm@4400rpm,138.0
6864,138nm@4400rpm,138.0
6865,72Nm@4386rpm,72.0
6866,160Nm@1500-2750rpm,160.0
6867,111.8Nm@4000rpm,111.8
6868,180 Nm at 1440-1500rpm,180.0
6869,250Nm@1500-4500rpm,250.0
6870,250Nm@1500-4500rpm,250.0
6871,250Nm@1500-4500rpm,250.0
6872,145Nm@4100rpm,145.0
6873,180 Nm at 1440-1500rpm,180.0
6874,200Nm@1750rpm,200.0
6875,200Nm@1750rpm,200.0
6876,200Nm@1900rpm,200.0
6877,113Nm@4200rpm,113.0
6878,90Nm@3500rpm,90.0
6879,113Nm@4400rpm,113.0
6880,259.8Nm@1900-2750rpm,259.8
6881,190Nm@2000rpm,190.0
6882,113Nm@4200rpm,113.0
6883,190Nm@2000rpm,190.0
6884,259.87Nm@1900-2750rpm,259.87
6885,190Nm@2000rpm,190.0
6886,400Nm@2000-2500rpm,400.0
6887,114Nm@4000rpm,114.0
6888,200Nm@1750rpm,200.0
6890,91Nm@4250rpm,91.0
6891,145Nm@4300rpm,145.0
6892,200Nm@1750rpm,200.0
6893,90Nm@3500rpm,90.0
6894,69Nm@3500rpm,69.0
6895,190Nm@2000rpm,190.0
6896,111.7Nm@4000rpm,111.7
6897,190Nm@2000rpm,190.0
6898,190Nm@2000rpm,190.0
6899,190Nm@2000rpm,190.0
6900,111.7Nm@4000rpm,111.7
6901,69Nm@3500rpm,69.0
6902,190Nm@2000rpm,190.0
6903,190Nm@1750rpm,190.0
6904,130Nm@4000rpm,130.0
6905,190Nm@2000rpm,190.0
6906,480Nm,480.0
6907,200Nm@1750rpm,200.0
6908,180Nm@1440-1500rpm,180.0
6909,245Nm@1750rpm,245.0
6910,62Nm@3000rpm,62.0
6911,99.04Nm@4500rpm,99.04
6912,113Nm@4400rpm,113.0
6913,113.8nm@4000rpm,113.8
6914,300Nm@1750-2500rpm,300.0
6915,195Nm@1400-2200rpm,195.0
6916,90Nm@3500rpm,90.0
6917,113Nm@3300rpm,113.0
6918,114Nm@4000rpm,114.0
6919,190Nm@2000rpm,190.0
6920,200Nm@1400-3400rpm,200.0
6921,114.74Nm@4200rpm,114.74
6922,200Nm@1750rpm,200.0
6923,138Nm@4400rpm,138.0
6924,138Nm@4400rpm,138.0
6925,113Nm@4400rpm,113.0
6926,115Nm@4000rpm,115.0
6927,160Nm@1500-2750rpm,160.0
6928,430Nm@1750-2500rpm,430.0
6929,59Nm@2500rpm,59.0
6930,90Nm@3500rpm,90.0
6931,160Nm@2000rpm,160.0
6933,140Nm@1500-4000rpm,140.0
6934,62Nm@3000rpm,62.0
6935,250nm@1500-2750rpm,250.0
6936,209Nm@2000rpm,209.0
6937,330Nm@1600-2800rpm,330.0
6938,200Nm@1750rpm,200.0
6939,200Nm@1750rpm,200.0
6940,114Nm@4000rpm,114.0
6941,90Nm@3500rpm,90.0
6942,113.8nm@4000rpm,113.8
6943,190Nm@2000rpm,190.0
6944,190Nm@2000rpm,190.0
6945,160Nm@2000rpm,160.0
6946,124.6Nm@3500rpm,124.6
6947,90Nm@3500rpm,90.0
6948,259.9Nm@1900-2750rpm,259.9
6949,22.4 kgm at 1750-2750rpm,219.52
6950,22.4 kgm at 1750-2750rpm,219.52
6951,90Nm@3500rpm,90.0
6952,90Nm@3500rpm,90.0
6953,"11.4 kgm at 4,000 rpm",111.72000000000001
6954,102Nm@4000rpm,102.0
6955,350Nm@1750-2500rpm,350.0
6956,173Nm@4000rpm,173.0
6957,180Nm@2000rpm,180.0
6958,190Nm@2000rpm,190.0
6959,62Nm@3000rpm,62.0
6960,146Nm at 4800 rpm,146.0
6961,113Nm@4200rpm,113.0
6962,190Nm@2000rpm,190.0
6963,"11.4 kgm at 4,000 rpm",111.72000000000001
6964,190Nm@2000rpm,190.0
6965,209Nm@2000rpm,209.0
6966,111.7Nm@4000rpm,111.7
6967,113Nm@4400rpm,113.0
6968,134.2Nm@4000rpm,134.2
6969,114Nm@4000rpm,114.0
6970,91Nm@4250rpm,91.0
6971,115Nm@3250+/-100rpm,115.0
6972,90Nm@3500rpm,90.0
6973,90Nm@3500rpm,90.0
6974,114Nm@4000rpm,114.0
6975,96Nm@3500rpm,96.0
6976,62Nm@3000rpm,62.0
6977,62Nm@3000rpm,62.0
6978,90Nm@3500rpm,90.0
6979,74.5Nm@4000rpm,74.5
6980,180Nm@2000rpm,180.0
6981,62Nm@3000rpm,62.0
6982,204Nm@2000-2750rpm,204.0
6983,108Nm@4400rpm,108.0
6984,62Nm@3000rpm,62.0
6985,96Nm@3500rpm,96.0
6986,62Nm@3000rpm,62.0
6987,115Nm@4000rpm,115.0
6988,213Nm@4500rpm,213.0
6989,72Nm@4386rpm,72.0
6990,96Nm@3500rpm,96.0
6991,"11.4 kgm at 4,000 rpm",111.72000000000001
6992,380Nm@1750-2500rpm,380.0
6993,113Nm@4200rpm,113.0
6994,99Nm@4500 rpm,99.0
6995,72Nm@4386rpm,72.0
6996,114Nm@4000rpm,114.0
6997,90Nm@3500rpm,90.0
6998,114Nm@4000rpm,114.0
6999,72Nm@4250rpm,72.0
7000,99.04Nm@4500rpm,99.04
7001,350Nm@1750-2500rpm,350.0
7002,115Nm@4000rpm,115.0
7003,450Nm@1600-2400rpm,450.0
7004,89Nm@3500rpm,89.0
7005,114.74Nm@4200rpm,114.74
7006,350Nm@1750-2500rpm,350.0
7007,99.04Nm@4500rpm,99.04
7009,90Nm@3500rpm,90.0
7010,170Nm@1750-4000rpm,170.0
7011,130Nm@4000rpm,130.0
7013,145Nm@4600rpm,145.0
7014,113.8nm@4000rpm,113.8
7015,"11.4 kgm at 4,000 rpm",111.72000000000001
7016,151NM@4850rpm,151.0
7017,113Nm@4400rpm,113.0
7018,151Nm@4850rpm,151.0
7019,143.8Nm@4500rpm,143.8
7020,90Nm@3500rpm,90.0
7021,90Nm@3500rpm,90.0
7022,113.75nm@4000rpm,113.75
7023,400Nm@1600-2800rpm,400.0
7024,140Nm@4200rpm,140.0
7025,90Nm@3500rpm,90.0
7026,22.4 kgm at 1750-2750rpm,219.52
7027,145Nm@4600rpm,145.0
7028,300Nm@1750-2500rpm,300.0
7029,114Nm@4000rpm,114.0
7030,114Nm@4000rpm,114.0
7031,113Nm@4200rpm,113.0
7032,"17.5 @ 4,300 (kgm@rpm)",171.5
7033,114Nm@4000rpm,114.0
7035,140Nm@1800-3000rpm,140.0
7036,113.8nm@4000rpm,113.8
7037,109Nm@4500rpm,109.0
7038,250Nm@1500-2500rpm,250.0
7039,91Nm@4250rpm,91.0
7041,380Nm@1750-3000rpm,380.0
7042,115Nm@4500rpm,115.0
7043,400Nm@1750-2500rpm,400.0
7044,400Nm@3000rpm,400.0
7045,145Nm@4600rpm,145.0
7046,140Nm@4400rpm,140.0
7047,113.75nm@4000rpm,113.75
7048,110Nm@4800rpm,110.0
7049,90Nm@3500rpm,90.0
7050,200Nm@1750rpm,200.0
7051,99.07Nm@4500 rpm,99.07
7052,91Nm@4250rpm,91.0
7053,110Nm@4800rpm,110.0
7054,113Nm@4400rpm,113.0
7055,154.9Nm@4200rpm,154.9
7056,82.1Nm@3400rpm,82.1
7057,113Nm@4400rpm,113.0
7058,109Nm@4500rpm,109.0
7059,145Nm@4600rpm,145.0
7060,380Nm@1750-2500rpm,380.0
7061,170Nm@1750-4000rpm,170.0
7062,111.7Nm@4000rpm,111.7
7064,145Nm@4600rpm,145.0
7065,143.8Nm@4500rpm,143.8
7066,177.5Nm@4700rpm,177.5
7067,192.2Nm@4000rpm,192.2
7068,113Nm@4400rpm,113.0
7069,115Nm@4000rpm,115.0
7070,400Nm@1400-2800rpm,400.0
7071,113Nm@4400rpm,113.0
7072,90Nm@3500rpm,90.0
7073,200Nm@1750rpm,200.0
7074,113Nm@4400rpm,113.0
7075,62Nm@3000rpm,62.0
7076,115Nm@3500-3600rpm,115.0
7077,99Nm@4500 rpm,99.0
7078,113Nm@3300rpm,113.0
7079,250Nm@1500-2500rpm,250.0
7080,113Nm@3300rpm,113.0
7081,259.9Nm@1900-2750rpm,259.9
7082,90Nm@3500rpm,90.0
7083,90Nm@3500rpm,90.0
7084,380Nm@1750-2500rpm,380.0
7085,90Nm@3500rpm,90.0
7086,200Nm@1200-3600rpm,200.0
7087,400Nm@1500-4000rpm,400.0
7088,173Nm@4000rpm,173.0
7089,350Nm@1750-2500rpm,350.0
7090,350Nm@1750-2500rpm,350.0
7091,90Nm@3500rpm,90.0
7093,114.73Nm@4000rpm,114.73
7094,72Nm@4250rpm,72.0
7095,360Nm@1400-3200rpm,360.0
7096,110Nm@4800rpm,110.0
7097,259.9Nm@1900-2750rpm,259.9
7098,99.04Nm@4500rpm,99.04
7099,96.1Nm@3000rpm,96.1
7100,440Nm,440.0
7101,440Nm@1500-3000rpm,440.0
7102,145Nm@4600rpm,145.0
7103,154.9Nm@4200rpm,154.9
7104,114.73Nm@4000rpm,114.73
7105,"19 @ 1,800 (kgm@rpm)",186.20000000000002
7106,200Nm@1750rpm,200.0
7107,20.4@1400-3400 (kgm@rpm),199.92
7108,145Nm@4600rpm,145.0
7109,114Nm@4000rpm,114.0
7110,96.1Nm@3000rpm,96.1
7111,91Nm@4250rpm,91.0
7112,99Nm@4500 rpm,99.0
7113,114.7Nm@4000rpm,114.7
7114,114Nm@4000rpm,114.0
7115,138Nm@4400rpm,138.0
7116,148Nm@3750rpm,148.0
7117,109Nm@4500rpm,109.0
7120,111.8Nm@4000rpm,111.8
7122,365nm@1500rpm,365.0
7123,111.8Nm@4000rpm,111.8
7124,480nm@1500-2400rpm,480.0
7125,113Nm@4200rpm,113.0
7126,110Nm@4800rpm,110.0
7127,114Nm@4000rpm,114.0
7128,360Nm@1750-2800rpm,360.0
7130,74.5Nm@4000rpm,74.5
7131,145Nm@4600rpm,145.0
7132,95Nm@3500rpm,95.0
7133,113.7Nm@4000rpm,113.7
