,Max Torque,Max Torque(Nm)
0,90Nm@3500rpm,90.0
1,150Nm@4500rpm,150.0
2,114Nm@3500rpm,114.0
3,113.75Nm@4000rpm,113.75
4,200Nm@1750rpm,200.0
5,350Nm@1750-2500rpm,350.0
6,104Nm@4000rpm,104.0
7,171.6Nm@1500-4000rpm,171.6
8,138Nm@4400rpm,138.0
9,114Nm@3500rpm,114.0
10,115Nm@4000rpm,115.0
11,113.75nm@4000rpm,113.75
12,110Nm@4800rpm,110.0
13,114Nm@3500rpm,114.0
14,330Nm@1600-2800rpm,330.0
15,350Nm@1750-2500rpm,350.0
17,219.6Nm@1500-2750rpm,219.6
18,170Nm@1750-4000rpm,170.0
19,145Nm@4600rpm,145.0
20,"35.7 @ 1,750-3,000 (kgm@rpm)",349.86000000000007
21,113Nm@4400rpm,113.0
22,142Nm @ 4000RPM,142.0
23,114Nm@3500rpm,114.0
24,700Nm@1800-3500rpm,700.0
25,145Nm@4600rpm,145.0
26,99Nm@4500 rpm,99.0
27,96.1Nm@3000rpm,96.1
28,300Nm@1600-4000rpm,300.0
29,330Nm@1600-2800rpm,330.0
30,380Nm@1750-2500rpm,380.0
31,330Nm@1600-2800rpm,330.0
32,350Nm@1750-2500rpm,350.0
33,113.75nm@4000rpm,113.75
34,90Nm@3500rpm,90.0
35,138Nm@4400rpm,138.0
36,400Nm@1600-2800rpm,400.0
37,90Nm@3500rpm,90.0
38,350Nm@1450-4800rpm,350.0
39,343 Nm @ 1400-3400 rpm,343.0
40,245Nm@1750rpm,245.0
41,114.7Nm@4000rpm,114.7
42,219.7Nm@1500-2750rpm,219.7
43,115Nm@4000rpm,115.0
44,177.5Nm@4700rpm,177.5
45,400Nm@1750-3000rpm,400.0
46,69Nm@3500rpm,69.0
47,290Nm@1800-2800rpm,290.0
48,280Nm@1250rpm,280.0
49,114Nm@3500rpm,114.0
50,242nm@1500-3200rpm,242.0
51,114Nm@3500rpm,114.0
53,62Nm@3000rpm,62.0
54,117nm@4000rpm,117.0
55,619Nm@1600-2400rpm,619.0
56,350Nm@1750-2500rpm,350.0
57,113.75nm@4000rpm,113.75
58,550Nm@1750-2750rpm,550.0
59,290Nm@1800-2800rpm,290.0
60,91Nm@4250rpm,91.0
61,260Nm@1500-2750rpm,260.0
62,115 Nm @ 3200 rpm ,115.0
63,89Nm@3500rpm,89.0
64,250Nm@1500-2500rpm,250.0
65,149Nm@4500rpm,149.0
66,69Nm@3500rpm,69.0
67,259.9Nm@1900-2750rpm,259.9
68,350Nm@1750-2500rpm,350.0
69,113Nm@4400rpm,113.0
70,190Nm@2000rpm,190.0
71,90Nm@3500rpm,90.0
72,400Nm@1750-2500rpm,400.0
73,200Nm@1750rpm,200.0
74,110Nm@4800rpm,110.0
75,245Nm@1750rpm,245.0
76,250Nm@1250-5000rpm,250.0
77,114Nm@3500rpm,114.0
78,114Nm@4000rpm,114.0
79,114Nm@4000rpm,114.0
80,171.62nm@1500-4000rpm,171.62
81,146Nm@4800rpm,146.0
82,175Nm@1500-4100rpm,175.0
83,250Nm@1500-2500rpm,250.0
84,160Nm@1500-2750rpm,160.0
85,113.7Nm@4000rpm,113.7
86,190Nm@1750-2250rpm,190.0
87,219.6Nm@1500-2750rpm,219.6
88,400Nm@1750-2500rpm,400.0
89,90Nm@3500rpm,90.0
90,99.04Nm@4500rpm,99.04
91,91Nm@4250rpm,91.0
92,400Nm,400.0
93,620Nm@1600-2400rpm,620.0
94,200Nm@2000-3500rpm,200.0
95,250nm@1600-3600rpm,250.0
96,109Nm@4500rpm,109.0
97,113Nm@4200rpm,113.0
98,90Nm@3500rpm,90.0
99,96Nm@3500rpm,96.0
100,113.75nm@4000rpm,113.75
101,242nm@1500-3200rpm,242.0
102,74.5Nm@4000rpm,74.5
103,175Nm@1500-4100rpm,175.0
104,140Nm@4200rpm,140.0
106,350Nm@1750-2500rpm,350.0
107,191nm@4500rpm,191.0
108,99.04Nm@4500rpm,99.04
109,151NM@4850rpm,151.0
110,219.6Nm@1500-2750rpm,219.6
112,171.6Nm@1500-4000rpm,171.6
113,330Nm@1600-2800rpm,330.0
114,171.6Nm@1500-4000rpm,171.6
115,250nm@1500-3500rpm,250.0
117,"34.7 @ 1,750-3,000 (kgm@rpm)",340.06000000000006
118,250Nm@2500-4000rpm,250.0
119,242nm@1500-3200rpm,242.0
121,111.8Nm@4000rpm,111.8
123,380Nm@1750-2500rpm,380.0
124,111.8Nm@4000rpm,111.8
125,89Nm@3500rpm,89.0
126,"11.4 kgm at 4,000 rpm",111.72000000000001
127,470Nm@1750-2500rpm,470.0
128,69Nm@3500rpm,69.0
129,112Nm@4000rpm,112.0
130,113Nm@4200rpm,113.0
131,250Nm@1500-2750rpm,250.0
132,114Nm@4000rpm,114.0
133,111.8Nm@4000rpm,111.8
134,330Nm@1600-2800rpm,330.0
135,350Nm@1750-2500rpm,350.0
136,96Nm@3500rpm,96.0
137,259.9Nm@1900-2750rpm,259.9
138,111.7Nm@4000rpm,111.7
139,560Nm@1500-3000rpm,560.0
140,114.7Nm@4000rpm,114.7
141,380Nm@1750-3000rpm,380.0
142,145Nm@4600rpm,145.0
143,400.11Nm@1750-2750rpm,400.11
144,420Nm@1400-2600rpm,420.0
145,113.7Nm@4000rpm,113.7
146,350Nm@1750-2500rpm,350.0
148,151Nm@4850rpm,151.0
149,111.8Nm@4000rpm,111.8
150,114.7Nm@4000rpm,114.7
151,400Nm@1400-2800rpm,400.0
152,248Nm@2250rpm,248.0
153,190Nm@2000rpm,190.0
154,91Nm@4250rpm,91.0
155,245Nm@1750rpm,245.0
156,145Nm@4600rpm,145.0
157,250Nm@1500-2500rpm,250.0
158,175Nm@1500-4100rpm,175.0
159,218Nm@4200rpm,218.0
160,150Nm@4500rpm,150.0
161,230Nm@1500-2500rpm,230.0
162,113Nm@4400rpm,113.0
164,181Nm@4000rpm,181.0
165,109Nm@4500rpm,109.0
166,436.4Nm@1800-2500rpm,436.4
167,400Nm@1550-4400rpm,400.0
168,115Nm@4000rpm,115.0
169,150Nm@1700-4500rpm,150.0
170,114.7Nm@4000rpm,114.7
171,240Nm@1750rpm,240.0
172,200Nm@1750rpm,200.0
173,171.6Nm@1500-4000rpm,171.6
174,250Nm@2500-4000rpm,250.0
175,200Nm@1900rpm,200.0
176,150Nm@4500rpm,150.0
177,110Nm@4800rpm,110.0
178,320Nm@1600-2800rpm,320.0
179,110Nm@4800rpm,110.0
180,259.87nm@1500-3000rpm,259.87
181,190Nm@2000rpm,190.0
182,113Nm@4400rpm,113.0
183,90Nm@3500rpm,90.0
184,200Nm@1750rpm,200.0
185,110Nm@4800rpm,110.0
186,114Nm@4000rpm,114.0
187,145Nm@4600rpm,145.0
188,140Nm@4400rpm,140.0
189,109Nm@4500rpm,109.0
190,140Nm@4200rpm,140.0
191,115Nm@4000rpm,115.0
192,250Nm@1500-2500rpm,250.0
193,145Nm@4600rpm,145.0
194,149Nm@4500rpm,149.0
195,330Nm@1600-2800rpm,330.0
196,115 Nm @ 4500 rpm,115.0
197,115 Nm @ 4500 rpm,115.0
198,150Nm@4500rpm,150.0
199,220Nm@1500-2750rpm,220.0
200,114Nm@4000rpm,114.0
201,190Nm@2000rpm,190.0
202,115Nm@4000rpm,115.0
203,96.1Nm@3000rpm,96.1
204,200Nm@1750rpm,200.0
205,400Nm@1400-2800rpm,400.0
206,113Nm@4400rpm,113.0
207,113.75nm@4000rpm,113.75
208,200Nm@1750rpm,200.0
209,110Nm@4800rpm,110.0
210,402Nm@1600-3000rpm,402.0
211,190Nm@2000rpm,190.0
212,205Nm@1750-3250rpm,205.0
213,115Nm@4000rpm,115.0
214,170nm@1750-4000rpm,170.0
215,114.7Nm@4000rpm,114.7
216,500Nm@1600-1800rpm,500.0
217,205Nm@1800-2800rpm,205.0
218,113Nm@4400rpm,113.0
219,138Nm@4400rpm,138.0
220,190Nm@2000rpm,190.0
221,138Nm@4400rpm,138.0
222,177.5Nm@4700rpm,177.5
223,200Nm@1200-3600rpm,200.0
224,114Nm@4000rpm,114.0
225,200Nm@1750rpm,200.0
226,130Nm@4000rpm,130.0
227,113Nm@4400rpm,113.0
228,"10.7 @ 2,500 (kgm@rpm)",104.86
229,620Nm@1500-2500rpm,620.0
230,200Nm@1750rpm,200.0
231,"17.8 @ 4,250 (kgm@rpm)",174.44000000000003
232,450Nm@2000rpm,450.0
233,550Nm@1750-2750rpm,550.0
234,175nm@1750-4000rpm,175.0
235,110Nm@4800rpm,110.0
236,84Nm@3500rpm,84.0
237,172Nm@1500-4000rpm,172.0
238,90Nm@3500rpm,90.0
239,138Nm@4400rpm,138.0
240,320Nm@1750-3000rpm,320.0
241,240.26nm@1500-2750rpm,240.26
242,178Nm@1750-4500rpm,178.0
243,115Nm@4000rpm,115.0
244,191nm@4500rpm,191.0
245,89Nm@3500rpm,89.0
246,115Nm@4000rpm,115.0
247,178Nm@1750-4500rpm,178.0
248,111.7Nm@4000rpm,111.7
249,113Nm@4200rpm,113.0
250,191nm@4500rpm,191.0
251,"25.1 @ 4,000 (kgm@rpm)",245.98000000000002
252,113Nm@4200rpm,113.0
253,144Nm@4400rpm,144.0
254,124.5Nm@3500rpm,124.5
255,380Nm@1750-2500rpm,380.0
256,91Nm@4250rpm,91.0
257,110Nm@4800rpm,110.0
258,113.75nm@4000rpm,113.75
259,90Nm@3500rpm,90.0
260,115Nm@4000rpm,115.0
261,113Nm@4400rpm,113.0
262,90Nm@3500rpm,90.0
263,115Nm@4000rpm,115.0
264,400Nm@1400-2800rpm,400.0
265,113Nm@4400rpm,113.0
266,113Nm@4400rpm,113.0
267,350Nm@1750-2500rpm,350.0
268,84Nm@3500rpm,84.0
269,219.6Nm@1500-2750rpm,219.6
270,170Nm@1750-4000rpm,170.0
271,74.5Nm@4000rpm,74.5
272,330Nm@1600-2800rpm,330.0
273,115Nm@4000rpm,115.0
274,114Nm@4000rpm,114.0
275,300Nm@1500-2500rpm,300.0
276,114Nm@4000rpm,114.0
277,110Nm@4800rpm,110.0
278,113.75nm@4000rpm,113.75
279,130 Nm @ 3000 rpm ,130.0
280,115Nm@4000rpm,115.0
281,115Nm@4000rpm,115.0
282,145Nm@4600rpm,145.0
283,113.75nm@4000rpm,113.75
284,180Nm@2000rpm,180.0
285,113Nm@4400rpm,113.0
286,110Nm@4800rpm,110.0
287,115Nm@4000rpm,115.0
288,115Nm@4000rpm,115.0
289,145Nm@4600rpm,145.0
290,170nm@1750-4000rpm,170.0
291,200Nm@1250-4000rpm,200.0
292,113Nm@4200rpm,113.0
293,350Nm@1750-2500rpm,350.0
294,154.9Nm@4200rpm,154.9
295,440nm@1750-2750rpm,440.0
296,171.62nm@1500-4000rpm,171.62
297,113Nm@4400rpm,113.0
298,110Nm@4800rpm,110.0
299,250Nm@1500-2500rpm,250.0
300,113Nm@4200rpm,113.0
301,110Nm@4800rpm,110.0
302,171.62nm@1500-4000rpm,171.62
303,110Nm@4800rpm,110.0
304,330Nm@1600-2800rpm,330.0
305,130Nm@4000rpm,130.0
306,113Nm@4400rpm,113.0
307,"25.5@1,900 (kgm@rpm)",249.9
308,110Nm@4800rpm,110.0
309,171.6Nm@1500-4000rpm,171.6
310,200Nm@1900rpm,200.0
311,250@1250-5000rpm,250.0
312,207Nm@2200rpm,207.0
313,190Nm@2000rpm,190.0
314,620Nm@2000-2500rpm,620.0
315,"25.5 @ 2,750-4,250 (kgm@rpm)",249.9
316,175Nm@1500-4100rpm,175.0
317,115Nm@4000rpm,115.0
318,138Nm@4400rpm,138.0
319,200Nm@1200-3600rpm,200.0
320,110Nm@4800rpm,110.0
321,113.75nm@4000rpm,113.75
322,200Nm@1400-3400rpm,200.0
323,113Nm@4400rpm,113.0
324,360Nm@1750-2800rpm,360.0
325,190Nm@2000rpm,190.0
326,175Nm@1750-4000rpm,175.0
327,240Nm@1600-5000rpm ,240.0
328,250Nm@1500-2500rpm,250.0
329,420Nm@1750rpm,420.0
330,110Nm@3000-4300rpm,110.0
331,151Nm@4850rpm,151.0
332,95Nm@2950-3800rpm,95.0
333,360Nm@1400-3200rpm,360.0
334,114Nm@4000rpm,114.0
335,113.75nm@4000rpm,113.75
336,20.4@1400-3400 (kgm@rpm),199.92
337,145Nm@4600rpm,145.0
338,113Nm@4400rpm,113.0
339,62Nm@3000rpm,62.0
340,140Nm@4200rpm,140.0
341,254NM @ 1600rpm,254.0
342,96Nm@3500rpm,96.0
343,205Nm@1750-3250rpm,205.0
344,96Nm@3500rpm,96.0
345,109Nm@4500rpm,109.0
346,115Nm@3500-3600rpm,115.0
347,152Nm@2200-4400rpm,152.0
348,350Nm@1750-2500rpm,350.0
349,250Nm@1500-2500rpm,250.0
352,20.4@1400-3400 (kgm@rpm),199.92
353,113Nm@4400rpm,113.0
354,145Nm@4600rpm,145.0
355,205Nm@1750-3250rpm,205.0
356,400Nm@1400-2800rpm,400.0
357,205Nm@1750-3250rpm,205.0
358,89Nm@3500rpm,89.0
359,200Nm@1750rpm,200.0
360,143.8Nm@4500rpm,143.8
361,148Nm@3750rpm,148.0
362,144Nm@4400rpm,144.0
363,200Nm@1900rpm,200.0
364,171.6Nm@1500-4000rpm,171.6
365,113.75nm@4000rpm,113.75
366,360Nm@1750-2800rpm,360.0
367,172Nm@1500-4000rpm,172.0
369,151Nm@4850rpm,151.0
370,"11.4 @ 4,000 (kgm@rpm)",111.72000000000001
371,145Nm@4600rpm,145.0
372,145Nm@4600rpm,145.0
373,"22.9@1,950-4,700 (kgm@rpm)",224.42000000000002
374,145Nm@4600rpm,145.0
375,160Nm@2000rpm,160.0
376,"11.4 @ 4,000 (kgm@rpm)",111.72000000000001
377,113.75nm@4000rpm,113.75
378,89Nm@3500rpm,89.0
379,110Nm@4800rpm,110.0
380,190Nm@2000rpm,190.0
381,360Nm@1750-2800rpm,360.0
382,330Nm@1600-2800rpm,330.0
383,96Nm@3500rpm,96.0
384,115Nm@4000rpm,115.0
385,150Nm@4500rpm,150.0
386,89Nm@3500rpm,89.0
387,200Nm@1500-4000rpm,200.0
388,205Nm@1750-3250rpm,205.0
389,330Nm@1600-2800rpm,330.0
390,114Nm@4000rpm,114.0
391,115 Nm @ 3200 rpm ,115.0
392,130Nm@4000rpm,130.0
393,113.75nm@4000rpm,113.75
394,113Nm@4200rpm,113.0
395,110Nm@4800rpm,110.0
396,151Nm@4850rpm,151.0
397,69Nm@3500rpm,69.0
398,113.75nm@4000rpm,113.75
399,151Nm@4850rpm,151.0
400,91Nm@4250rpm,91.0
401,96Nm@3500rpm,96.0
402,90Nm@3500rpm,90.0
403,114Nm@3500rpm,114.0
404,119Nm@4250rpm,119.0
405,113Nm@4200rpm,113.0
406,91Nm@4250rpm,91.0
407,350Nm@1750-2500rpm,350.0
408,113.75nm@4000rpm,113.75
409,550Nm@1750-2750rpm,550.0
410,114.7Nm@4000rpm,114.7
411,200Nm@1500-4000rpm,200.0
412,400Nm@1750-2500rpm,400.0
413,150Nm@4500rpm,150.0
414,111.8Nm@4000rpm,111.8
415,259.8Nm@1900-2750rpm,259.8
416,380Nm@2500rpm,380.0
417,113Nm@4200rpm,113.0
418,113Nm@4200rpm,113.0
419,113Nm@4200rpm,113.0
420,215Nm@1750-3000rpm,215.0
421,115Nm@4000rpm,115.0
422,620Nm@2000-2500rpm,620.0
423,114Nm@4000rpm,114.0
424,90Nm@3500rpm,90.0
425,109Nm@4500rpm,109.0
426,91Nm@4250rpm,91.0
427,330Nm@1600-2800rpm,330.0
428,190Nm@2000rpm,190.0
429,400Nm@1750-2500rpm,400.0
430,175Nm@1500-4100rpm,175.0
431,380Nm@1750-2500rpm,380.0
432,250Nm@1500-2500rpm,250.0
433,215Nm@1750-2500rpm,215.0
434,160Nm@2000rpm,160.0
435,380Nm@1750-2500rpm,380.0
436,96Nm@3500rpm,96.0
437,113Nm@4400rpm,113.0
438,113Nm@4400rpm,113.0
439,96Nm@3500rpm,96.0
440,113Nm@4200rpm,113.0
441,89Nm@3500rpm,89.0
442,90Nm@3500rpm,90.0
443,110Nm@4800rpm,110.0
444,114Nm@3500rpm,114.0
445,113Nm@4400rpm,113.0
446,130Nm@4000rpm,130.0
447,400Nm@1550-4400rpm,400.0
448,250nm@1500-2750rpm,250.0
449,90Nm@3500rpm,90.0
450,150Nm@4500rpm,150.0
451,250Nm@1600-3600rpm,250.0
452,177.5Nm@4700rpm,177.5
453,215Nm@1750-2500rpm,215.0
454,149Nm@4500rpm,149.0
455,113Nm@4200rpm,113.0
456,400Nm@1750-3000rpm,400.0
458,113.7Nm@4000rpm,113.7
459,99.04Nm@4500rpm,99.04
460,113Nm@4200rpm,113.0
461,114.7Nm@4000rpm,114.7
462,110Nm@4800rpm,110.0
463,360Nm@1750-2800rpm,360.0
464,154.9Nm@4200rpm,154.9
465,90Nm@3500rpm,90.0
466,113Nm@4200rpm,113.0
467,90Nm@3500rpm,90.0
468,145Nm@4300rpm,145.0
469,114.7Nm@4000rpm,114.7
470,430Nm@1750-2500rpm,430.0
471,151nm@4850rpm,151.0
472,113Nm@4200rpm,113.0
473,110Nm@4800rpm,110.0
474,117nm@4000rpm,117.0
475,200Nm@1250-4000rpm,200.0
476,113Nm@4200rpm,113.0
477,113Nm@4400rpm,113.0
478,113Nm@4400rpm,113.0
479,145Nm@4600rpm,145.0
480,114.7Nm@4000rpm,114.7
481,330Nm@1600-2800rpm,330.0
482,380Nm@1750-3000rpm,380.0
483,90Nm@3500rpm,90.0
484,259.9Nm@1900-2750rpm,259.9
485,160Nm@2800-3600rpm,160.0
486,142Nm@4000rpm,142.0
488,"35.7@1,250 (kgm@rpm)",349.86000000000007
489,146Nm@4800rpm,146.0
491,151Nm@4850rpm,151.0
492,171.6Nm@1500-4000rpm,171.6
493,"11.4 kgm at 4,000 rpm",111.72000000000001
494,114Nm@4000rpm,114.0
495,250Nm@1500-2500rpm,250.0
496,153Nm@3800rpm,153.0
497,90Nm@3500rpm,90.0
498,110Nm@4800rpm,110.0
499,330Nm@1600-2800rpm,330.0
500,113Nm@4200rpm,113.0
501,113.75nm@4000rpm,113.75
502,110Nm@3750rpm,110.0
503,110Nm@4800rpm,110.0
504,200Nm@1250-4000rpm,200.0
505,113Nm@4400rpm,113.0
506,113nm@3300rpm,113.0
507,250Nm@1500-2500rpm,250.0
508,145Nm@3750rpm,145.0
509,320Nm@1500-3000rpm,320.0
510,245Nm@1750rpm,245.0
511,114.73nm@4000rpm,114.73
512,343 Nm @ 1400-3400 rpm,343.0
513,224nm@1500-2750rpm,224.0
514,200Nm@1750rpm,200.0
515,343 Nm @ 1400-3400 rpm,343.0
516,500Nm@1600-1800rpm,500.0
517,145Nm@4600rpm,145.0
518,89Nm@3500rpm,89.0
519,149Nm@4500rpm,149.0
520,113Nm@4400rpm,113.0
521,113Nm@4400rpm,113.0
522,200Nm@1750rpm,200.0
523,90Nm@3500rpm,90.0
525,89Nm@3500rpm,89.0
526,91Nm@4250rpm,91.0
527,500Nm@1600-1800rpm,500.0
528,620Nm@1600rpm,620.0
529,142Nm@4000rpm,142.0
530,259.87nm@1500-3000rpm,259.87
531,175Nm@1500-4100rpm,175.0
532,20.4@1400-3400 (kgm@rpm),199.92
533,113Nm@4200rpm,113.0
536,138nm@4400rpm,138.0
537,90Nm@3500rpm,90.0
538,145Nm@4600rpm,145.0
539,400Nm@1400-2800rpm,400.0
540,114.7Nm@4000rpm,114.7
541,200Nm@1750rpm,200.0
542,250nm@1500-2750rpm,250.0
543,113Nm@4400rpm,113.0
544,144nm@4500rpm,144.0
545,113.75nm@4000rpm,113.75
546,250Nm@1750-2500rpm,250.0
547,114.7Nm@4000rpm,114.7
548,242nm@1500-3200rpm,242.0
549,250Nm@1500-2500rpm,250.0
551,"11.4 kgm at 4,000 rpm",111.72000000000001
552,300Nm@1600-3000rpm,300.0
553,224nm@1500-2750rpm,224.0
554,171.6Nm@1500-4000rpm,171.6
555,170Nm@1750-4000rpm,170.0
556,90Nm@3500rpm,90.0
557,109Nm@4500rpm,109.0
558,113Nm@4200rpm,113.0
559,114.73Nm@4000rpm,114.73
560,89Nm@3500rpm,89.0
562,113.75nm@4000rpm,113.75
563,113.75nm@4000rpm,113.75
564,69Nm@3500rpm,69.0
565,114Nm@4000rpm,114.0
566,172Nm@1500-4000rpm,172.0
567,226Nm@4400rpm,226.0
568,360Nm@1750-2800rpm,360.0
569,114Nm@3500rpm,114.0
570,113Nm@4200rpm,113.0
571,259.9Nm@1900-2750rpm,259.9
572,300Nm@1600-3000rpm,300.0
573,138Nm@4400rpm,138.0
576,171.62nm@1500-4000rpm,171.62
577,250nm@1500-2750rpm,250.0
578,113Nm@4400rpm,113.0
579,114Nm@4000rpm,114.0
580,145Nm@4600rpm,145.0
581,205Nm@1750-3250rpm,205.0
582,160Nm@2800-3600rpm,160.0
583,102Nm@4000rpm,102.0
585,200Nm@1750rpm,200.0
586,113Nm@4400rpm,113.0
587,113Nm@3300rpm,113.0
588,90Nm@3500rpm,90.0
589,89Nm@3500rpm,89.0
590,143.8Nm@4500rpm,143.8
591,90Nm@3500rpm,90.0
592,200Nm@1900rpm,200.0
593,115Nm@4000rpm,115.0
594,154.9Nm@4200rpm,154.9
595,115 Nm @ 3200 rpm ,115.0
596,219.7Nm@1500-2750rpm,219.7
597,320Nm@1750-2500rpm,320.0
598,320Nm@1500-4100rpm,320.0
599,113Nm@3300rpm,113.0
602,114.74Nm@4200rpm,114.74
603,250Nm@1500-3000rpm,250.0
604,140Nm@1800-3000rpm,140.0
605,115Nm@4000rpm,115.0
606,113Nm@4400rpm,113.0
607,144Nm@4400rpm,144.0
608,113Nm@4200rpm,113.0
609,113.7Nm@4000rpm,113.7
610,245Nm@4000rpm,245.0
611,113Nm@4200rpm,113.0
612,180.4Nm@1750-2500rpm,180.4
613,114.7Nm@4000rpm,114.7
614,113Nm@4400rpm,113.0
615,113Nm@4200rpm,113.0
616,250Nm@1500-3000rpm,250.0
617,99.04Nm@4500rpm,99.04
618,99.04Nm@4500rpm,99.04
619,245nm@4000rpm,245.0
620,350Nm@1750-2500rpm,350.0
621,330Nm@1600-2800rpm,330.0
622,110Nm@3750rpm,110.0
625,113Nm@4200rpm,113.0
626,110Nm@4800rpm,110.0
627,13.1 kgm @ 4600 rpm,128.38
628,111.8Nm@4000rpm,111.8
629,138Nm@4400rpm,138.0
630,62Nm@3000rpm,62.0
631,90Nm@3500rpm,90.0
632,"11.5@4,500 (kgm@rpm)",112.7
633,178Nm@1750-4500rpm,178.0
634,113.75nm@4000rpm,113.75
635,"11.5@4,500 (kgm@rpm)",112.7
636,219.6Nm@1500-2750rpm,219.6
638,91Nm@4250rpm,91.0
639,115 Nm @ 3200 rpm ,115.0
640,90Nm@3500rpm,90.0
641,400Nm@1750-2500rpm,400.0
642,400Nm@1400-2800rpm,400.0
643,200Nm@1200-3600rpm,200.0
644,90Nm@3500rpm,90.0
645,90Nm@3500rpm,90.0
646,190Nm@2000rpm,190.0
648,113Nm@4200rpm,113.0
649,113Nm@4200rpm,113.0
650,144Nm@4500rpm,144.0
651,114.7Nm@4000rpm,114.7
652,204Nm@2000-2750rpm,204.0
653,110Nm@4800rpm,110.0
654,115Nm@4000rpm,115.0
655,20.4@1400-3400 (kgm@rpm),199.92
656,360Nm@1200-3400rpm,360.0
657,327Nm@2600rpm,327.0
658,224Nm@4000rpm,224.0
659,111.8Nm@4000rpm,111.8
661,62Nm@3000rpm,62.0
662,212Nm@2000-4000rpm,212.0
663,259.9Nm@1900-2750rpm,259.9
664,240Nm@1600-2800rpm,240.0
665,190Nm@2000rpm,190.0
666,115Nm@4000rpm,115.0
667,108Nm@4400rpm,108.0
668,114.7Nm@4000rpm,114.7
669,154.9Nm@4200rpm,154.9
670,173Nm@4000rpm,173.0
671,69Nm@3500rpm,69.0
672,180Nm@2000rpm,180.0
673,110Nm@3000-4300rpm,110.0
674,113Nm@4400rpm,113.0
675,85Nm@2500rpm,85.0
676,330Nm@1600-2800rpm,330.0
677,109Nm@4600rpm,109.0
678,"11.4 @ 4,000 (kgm@rpm)",111.72000000000001
679,114Nm@4000rpm,114.0
680,145Nm@4600rpm,145.0
681,190Nm@2000rpm,190.0
682,98Nm@3000rpm,98.0
683,175nm@1750-4000rpm,175.0
684,151Nm@4850rpm,151.0
685,114.7Nm@4000rpm,114.7
686,190Nm@2000rpm,190.0
687,250Nm@1500-2500rpm,250.0
688,154.9Nm@4200rpm,154.9
689,115Nm@4000rpm,115.0
691,110Nm@4800rpm,110.0
692,115Nm@4000rpm,115.0
693,113Nm@4400rpm,113.0
694,114Nm@4000rpm,114.0
695,151Nm@4850rpm,151.0
696,350Nm@1750-2500rpm,350.0
697,400Nm@2000rpm,400.0
699,113.8nm@4000rpm,113.8
700,200Nm@1400-3400rpm,200.0
701,320Nm@1500-4100rpm,320.0
702,259.8Nm@1900-2750rpm,259.8
703,115 Nm @ 4500 rpm,115.0
704,400Nm@1750-2500rpm,400.0
705,171.62nm@1500-4000rpm,171.62
706,115Nm@4000rpm,115.0
707,170Nm@1750-4000rpm,170.0
708,138Nm@4400rpm,138.0
709,114Nm@4000rpm,114.0
710,14.9 KGM at 3000 RPM,146.02
711,113Nm@4400rpm,113.0
712,113Nm@4200rpm,113.0
713,114Nm@4000rpm,114.0
714,114.7Nm@4000rpm,114.7
715,200Nm@2000-3500rpm,200.0
716,175nm@1750-4000rpm,175.0
717,110Nm@3750rpm,110.0
718,78 Nm @ 4500 rpm ,78.0
719,170nm@1750-4000rpm,170.0
720,343Nm@1400-2800rpm,343.0
721,400Nm@1400-2800rpm,400.0
722,190Nm@2000rpm,190.0
723,110Nm@4800rpm,110.0
724,200Nm@1900rpm,200.0
725,110Nm@4800rpm,110.0
726,113Nm@4400rpm,113.0
727,240Nm@1600-2800rpm,240.0
728,89Nm@3500rpm,89.0
729,420Nm@1750rpm,420.0
730,113Nm@4400rpm,113.0
731,114.7Nm@4000rpm,114.7
732,153Nm@3800rpm,153.0
733,259.8Nm@1900-2750rpm,259.8
734,96Nm@3500rpm,96.0
735,110Nm@4800rpm,110.0
736,117nm@4000rpm,117.0
737,110 Nm @ 3200 rpm,110.0
738,320Nm@1500-3000rpm,320.0
739,327Nm@2600rpm,327.0
740,400Nm@1400-2800rpm,400.0
741,219.7Nm@1500-2750rpm,219.7
742,114.7Nm@4000rpm,114.7
743,113Nm@4200rpm,113.0
744,"12.7 @ 2,700 (kgm@rpm)",124.46000000000001
745,113.75nm@4000rpm,113.75
746,113.75nm@4000rpm,113.75
748,114Nm@4000rpm,114.0
749,360Nm@1400-3200rpm,360.0
750,113.75nm@4000rpm,113.75
751,113Nm@4400rpm,113.0
752,138Nm@4400rpm,138.0
754,98Nm@3000rpm,98.0
755,111.7Nm@4000rpm,111.7
756,327Nm@2600rpm,327.0
757,400Nm@2000rpm,400.0
758,130@2500(kgm@rpm),1274.0
759,113.75nm@4000rpm,113.75
760,350Nm@1750-2500rpm,350.0
761,113.7Nm@4000rpm,113.7
762,115Nm@4000rpm,115.0
763,260 Nm at 1800-2200 rpm,260.0
764,113Nm@4400rpm,113.0
765,115Nm@4000rpm,115.0
766,400Nm@1750-2500rpm,400.0
767,109Nm@4500rpm,109.0
768,146Nm@4800rpm,146.0
769,90Nm@3500rpm,90.0
770,113Nm@4400rpm,113.0
771,90Nm@3500rpm,90.0
772,190Nm@1750-3000rpm,190.0
773,182.5Nm@1500-1800rpm,182.5
774,115 Nm @ 4500 rpm,115.0
775,222Nm@4300rpm,222.0
776,300Nm@1500-2500rpm,300.0
778,248Nm@2250rpm,248.0
779,400Nm@1400-2800rpm,400.0
780,69Nm@3500rpm,69.0
781,113Nm@4400rpm,113.0
782,151Nm@4850rpm,151.0
784,200Nm@1750rpm,200.0
785,114.7Nm@4000rpm,114.7
